Date;HomeTeam;AwayTeam;FullTimeHomeTeamGoals;FullTimeAwayTeamGoals;FullTimeResult;HalfTimeHomeTeamGoals;HalfTimeAwayTeamGoals;HalfTimeResult;HomeTeamShots;AwayTeamShots;HomeTeamShots;AwayTeamShots;HomeTeamFoulsCommitted;AwayTeamFoulsCommitted;HomeTeamCorners;AwayTeamCorners;HomeTeamYellowCards;AwayTeamYellowCards;HomeTeamRedCards;AwayTeamRedCards;;;;;;
14.10.2006;Hamburg;Schalke 04;1;2;A;1;1;D;9;10;8;7;32;27;8;2;2;2;1;0;;;;;;
14.10.2006;Hannover;Ein Frankfurt;1;1;D;1;0;H;14;8;8;3;19;21;7;6;0;1;0;0;;;;;;
14.10.2006;M'gladbach;Wolfsburg;3;1;H;2;1;H;11;11;8;6;19;26;5;3;1;2;0;0;;;;;;
14.10.2006;Stuttgart;Leverkusen;3;0;H;1;0;H;24;4;16;2;19;14;5;3;0;2;0;1;;;;;;
15.10.2006;Cottbus;Dortmund;2;3;A;1;1;D;18;9;8;7;32;19;7;2;5;3;0;0;;;;;;
15.10.2006;Nurnberg;Bielefeld;1;1;D;1;1;D;23;7;11;6;7;11;11;3;2;1;0;0;;;;;;
20.10.2006;Dortmund;Bochum;1;1;D;1;1;D;18;16;7;6;8;19;4;1;1;1;0;0;;;;;;
21.10.2006;Aachen;Cottbus;1;2;A;1;0;H;16;15;12;6;23;22;6;0;2;3;0;0;;;;;;
21.10.2006;Bielefeld;Mainz;1;0;H;0;0;D;16;14;5;6;10;20;3;2;2;3;0;0;;;;;;
21.10.2006;Hertha;M'gladbach;2;1;H;0;0;D;18;7;13;4;16;21;5;2;0;1;0;0;;;;;;
21.10.2006;Schalke 04;Hannover;2;1;H;2;0;H;8;4;4;2;24;26;3;2;3;4;0;0;;;;;;
21.10.2006;Werder Bremen;Bayern Munich;3;1;H;2;1;H;15;13;8;7;14;23;7;4;1;2;0;0;;;;;;
21.10.2006;Wolfsburg;Stuttgart;1;1;D;1;1;D;13;11;7;5;12;16;4;11;1;0;0;0;;;;;;
22.10.2006;Ein Frankfurt;Nurnberg;2;2;D;1;1;D;17;11;8;7;15;18;5;1;0;3;0;0;;;;;;
22.10.2006;Leverkusen;Hamburg;1;2;A;1;0;H;13;14;2;9;16;21;8;4;1;1;0;0;;;;;;
27.10.2006;Mainz;Werder Bremen;1;6;A;0;3;A;15;16;9;12;21;19;4;3;1;0;0;0;;;;;;
28.10.2006;Bayern Munich;Ein Frankfurt;2;0;H;2;0;H;19;12;12;8;15;13;5;3;0;0;0;1;;;;;;
28.10.2006;Bochum;Wolfsburg;0;1;A;0;1;A;20;17;13;8;14;19;12;3;2;2;1;0;;;;;;
28.10.2006;Cottbus;Hertha;2;0;H;0;0;D;19;11;7;4;22;21;6;1;2;4;0;1;;;;;;
28.10.2006;Hamburg;Hannover;0;0;D;0;0;D;19;12;11;4;25;14;7;4;1;0;0;0;;;;;;
28.10.2006;M'gladbach;Leverkusen;0;2;A;0;1;A;14;12;8;8;12;19;10;7;0;1;0;0;;;;;;
28.10.2006;Nurnberg;Dortmund;1;1;D;0;0;D;14;10;9;5;18;23;4;7;1;1;0;0;;;;;;
29.10.2006;Bielefeld;Aachen;5;1;H;2;0;H;19;9;13;3;7;17;4;3;0;3;0;0;;;;;;
29.10.2006;Stuttgart;Schalke 04;3;0;H;1;0;H;18;16;10;9;24;11;6;7;2;5;0;0;;;;;;
03.11.2006;Hannover;Bochum;0;2;A;0;1;A;8;8;4;5;15;18;6;2;2;2;0;0;;;;;;
04.11.2006;Aachen;Stuttgart;2;4;A;1;2;A;15;16;7;9;22;25;3;6;1;3;0;0;;;;;;
04.11.2006;Dortmund;Bielefeld;1;1;D;0;0;D;16;7;11;5;16;20;10;3;1;2;0;1;;;;;;
04.11.2006;Hertha;Nurnberg;2;1;H;1;0;H;6;16;6;10;16;17;7;6;1;0;0;0;;;;;;
04.11.2006;Leverkusen;Mainz;1;1;D;1;1;D;20;4;10;3;19;24;10;2;3;3;0;1;;;;;;
04.11.2006;Werder Bremen;Cottbus;1;1;D;0;0;D;14;10;9;6;20;28;9;7;2;5;0;0;;;;;;
04.11.2006;Wolfsburg;Hamburg;1;0;H;1;0;H;11;18;5;12;20;20;5;6;2;1;0;0;;;;;;
05.11.2006;Ein Frankfurt;M'gladbach;1;0;H;0;0;D;19;5;12;2;21;27;7;4;2;1;0;1;;;;;;
05.11.2006;Schalke 04;Bayern Munich;2;2;D;2;1;H;21;10;12;5;18;21;4;3;1;3;0;0;;;;;;
07.11.2006;Dortmund;Aachen;0;0;D;0;0;D;24;5;12;2;21;22;16;3;2;1;0;0;;;;;;
07.11.2006;Mainz;Wolfsburg;1;2;A;1;1;D;9;5;8;4;20;19;8;1;2;1;0;0;;;;;;
07.11.2006;Nurnberg;Werder Bremen;1;2;A;0;1;A;9;10;4;6;22;16;7;3;2;3;0;0;;;;;;
07.11.2006;Stuttgart;Hamburg;2;0;H;0;0;D;13;18;7;8;26;15;6;4;1;2;0;0;;;;;;
08.11.2006;Bayern Munich;Hannover;0;1;A;0;1;A;15;6;6;2;24;12;12;4;2;0;0;0;;;;;;
08.11.2006;Bielefeld;Hertha;2;2;D;1;1;D;16;8;8;5;20;20;3;6;1;4;0;0;;;;;;
08.11.2006;Bochum;Leverkusen;1;3;A;0;2;A;16;13;8;5;15;18;10;3;1;1;0;1;;;;;;
08.11.2006;Cottbus;Ein Frankfurt;0;1;A;0;1;A;16;20;7;9;18;26;7;6;2;0;0;0;;;;;;
08.11.2006;M'gladbach;Schalke 04;0;2;A;0;2;A;16;17;4;6;24;25;3;4;2;2;0;0;;;;;;
10.11.2006;Werder Bremen;Dortmund;1;3;A;1;1;D;16;13;13;6;19;32;11;2;3;4;0;0;;;;;;
11.11.2006;Ein Frankfurt;Bielefeld;0;3;A;0;1;A;14;9;9;6;12;10;5;1;3;3;0;0;;;;;;
11.11.2006;Hamburg;M'gladbach;1;1;D;0;0;D;20;8;12;6;18;31;3;1;1;2;0;0;;;;;;
11.11.2006;Hertha;Bochum;3;3;D;1;2;A;16;14;10;9;24;28;5;6;3;3;0;1;;;;;;
11.11.2006;Leverkusen;Bayern Munich;2;3;A;0;1;A;14;17;9;9;16;11;7;6;1;1;0;0;;;;;;
11.11.2006;Schalke 04;Mainz;4;0;H;3;0;H;12;10;7;4;16;11;1;10;0;0;0;0;;;;;;
11.11.2006;Wolfsburg;Cottbus;0;0;D;0;0;D;14;14;5;9;20;21;10;7;1;2;0;0;;;;;;
12.11.2006;Aachen;Nurnberg;1;1;D;0;1;A;11;30;6;14;14;20;7;7;1;2;1;0;;;;;;
12.11.2006;Hannover;Stuttgart;1;2;A;1;0;H;11;16;6;13;13;25;3;3;0;1;0;1;;;;;;
17.11.2006;Bochum;Ein Frankfurt;4;3;H;3;2;H;20;11;15;9;17;13;11;2;0;0;0;1;;;;;;
18.11.2006;Aachen;Werder Bremen;2;2;D;1;0;H;12;19;4;12;17;22;4;9;0;3;0;0;;;;;;
18.11.2006;Bayern Munich;Stuttgart;2;1;H;2;1;H;17;13;9;7;21;29;2;2;1;2;0;0;;;;;;
18.11.2006;Cottbus;Schalke 04;2;4;A;2;2;D;18;12;8;10;16;20;4;5;1;0;0;0;;;;;;
18.11.2006;Dortmund;Hertha;1;2;A;1;2;A;21;11;13;6;20;16;10;1;0;1;0;0;;;;;;
18.11.2006;Mainz;Hamburg;0;0;D;0;0;D;12;14;7;9;22;17;6;6;2;3;0;0;;;;;;
18.11.2006;Nurnberg;Leverkusen;3;2;H;1;1;D;16;13;7;5;19;20;7;10;3;3;0;0;;;;;;
19.11.2006;Bielefeld;Wolfsburg;0;0;D;0;0;D;18;7;11;3;11;17;5;9;0;2;0;0;;;;;;
19.11.2006;M'gladbach;Hannover;0;1;A;0;0;D;14;8;5;7;14;25;5;7;0;5;0;0;;;;;;
24.11.2006;Schalke 04;Bochum;2;1;H;2;0;H;22;12;15;6;14;12;4;7;2;1;0;1;;;;;;
25.11.2006;Ein Frankfurt;Dortmund;1;1;D;1;0;H;19;12;6;8;17;16;8;5;1;2;0;0;;;;;;
25.11.2006;Hamburg;Bayern Munich;1;2;A;1;0;H;8;16;4;8;19;19;3;2;3;4;0;0;;;;;;
25.11.2006;Hannover;Mainz;1;0;H;0;0;D;21;8;12;3;17;17;5;6;1;1;0;0;;;;;;
25.11.2006;Hertha;Aachen;2;1;H;1;1;D;15;13;9;8;16;17;7;5;3;1;0;0;;;;;;
25.11.2006;Werder Bremen;Bielefeld;3;0;H;2;0;H;24;3;14;2;11;10;8;3;1;2;0;0;;;;;;
25.11.2006;Wolfsburg;Nurnberg;1;1;D;0;1;A;10;9;6;5;16;20;7;1;3;2;0;0;;;;;;
26.11.2006;Leverkusen;Cottbus;3;1;H;1;0;H;22;9;16;8;22;20;9;2;2;2;0;0;;;;;;
26.11.2006;Stuttgart;M'gladbach;1;0;H;1;0;H;17;11;10;4;16;20;4;5;1;3;0;0;;;;;;
01.12.2006;Mainz;Stuttgart;0;0;D;0;0;D;10;16;5;9;19;24;8;6;1;4;0;0;;;;;;
02.12.2006;Bayern Munich;M'gladbach;1;1;D;1;1;D;20;7;11;4;10;14;12;5;1;1;0;0;;;;;;
02.12.2006;Bielefeld;Leverkusen;0;0;D;0;0;D;15;5;8;1;13;30;3;2;1;5;0;0;;;;;;
02.12.2006;Bochum;Hamburg;2;1;H;1;1;D;10;13;9;7;24;31;2;3;3;4;0;1;;;;;;
02.12.2006;Cottbus;Hannover;0;1;A;0;1;A;4;9;2;5;14;17;3;4;1;1;1;0;;;;;;
02.12.2006;Dortmund;Wolfsburg;1;0;H;0;0;D;12;6;6;2;15;15;4;2;2;1;0;0;;;;;;
02.12.2006;Werder Bremen;Hertha;3;1;H;3;1;H;22;15;13;9;14;24;3;6;0;2;0;0;;;;;;
03.12.2006;Aachen;Ein Frankfurt;2;3;A;1;2;A;20;11;11;7;18;16;8;5;2;0;0;0;;;;;;
03.12.2006;Nurnberg;Schalke 04;0;0;D;0;0;D;14;9;8;8;18;21;5;2;1;3;0;0;;;;;;
08.12.2006;Leverkusen;Hertha;2;1;H;1;1;D;21;10;12;5;24;22;5;3;3;2;0;1;;;;;;
09.12.2006;Bayern Munich;Cottbus;2;1;H;1;0;H;10;13;8;8;14;23;1;3;1;2;0;0;;;;;;
09.12.2006;Ein Frankfurt;Werder Bremen;2;6;A;1;3;A;17;12;10;9;20;23;15;5;2;2;0;0;;;;;;
09.12.2006;Hamburg;Nurnberg;0;0;D;0;0;D;10;11;6;2;17;23;8;4;1;2;0;0;;;;;;
09.12.2006;Hannover;Bielefeld;1;1;D;0;0;D;18;8;7;3;17;13;9;5;1;1;0;0;;;;;;
09.12.2006;M'gladbach;Mainz;1;1;D;1;0;H;9;14;7;6;22;18;6;4;1;2;0;0;;;;;;
09.12.2006;Stuttgart;Bochum;1;0;H;0;0;D;18;13;7;8;15;16;9;5;0;2;0;0;;;;;;
10.12.2006;Schalke 04;Dortmund;3;1;H;2;0;H;20;17;17;10;16;18;11;8;1;3;0;0;;;;;;
10.12.2006;Wolfsburg;Aachen;1;2;A;0;0;D;11;13;6;7;24;25;4;5;1;4;1;0;;;;;;
15.12.2006;Bochum;M'gladbach;2;0;H;1;0;H;22;10;11;7;14;25;3;6;0;1;0;0;;;;;;
16.12.2006;Aachen;Hamburg;3;3;D;0;1;A;16;27;12;14;21;18;8;10;3;2;0;0;;;;;;
16.12.2006;Bielefeld;Schalke 04;0;1;A;0;0;D;9;9;5;4;16;16;7;2;1;1;0;0;;;;;;
16.12.2006;Cottbus;Stuttgart;0;0;D;0;0;D;8;12;2;9;30;32;3;9;1;4;0;0;;;;;;
16.12.2006;Hertha;Ein Frankfurt;1;0;H;0;0;D;16;15;14;5;23;16;4;3;3;0;0;0;;;;;;
16.12.2006;Mainz;Bayern Munich;0;4;A;0;2;A;9;22;5;13;8;15;4;3;0;0;0;0;;;;;;
16.12.2006;Nurnberg;Hannover;3;1;H;1;1;D;13;8;9;4;18;24;3;5;3;3;0;1;;;;;;
17.12.2006;Dortmund;Leverkusen;1;2;A;0;1;A;17;10;10;7;11;21;9;1;0;0;0;0;;;;;;
17.12.2006;Werder Bremen;Wolfsburg;2;1;H;1;1;D;19;11;15;7;9;26;9;2;0;5;0;0;;;;;;
26.01.2007;Dortmund;Bayern Munich;3;2;H;1;2;A;12;14;10;6;18;19;4;5;2;2;0;0;;;;;;
27.01.2007;Bielefeld;Hamburg;1;1;D;0;1;A;10;8;3;3;15;29;5;3;4;2;0;0;;;;;;
27.01.2007;Bochum;Mainz;0;1;A;0;1;A;13;16;8;7;18;27;5;3;1;2;0;0;;;;;;
27.01.2007;Cottbus;M'gladbach;3;1;H;2;0;H;16;15;9;8;18;21;3;3;3;3;0;0;;;;;;
27.01.2007;Ein Frankfurt;Schalke 04;1;3;A;0;1;A;8;10;6;8;23;22;3;10;1;1;0;0;;;;;;
27.01.2007;Hertha;Wolfsburg;2;1;H;1;1;D;12;15;10;9;18;27;5;11;2;3;0;0;;;;;;
27.01.2007;Nurnberg;Stuttgart;4;1;H;1;1;D;19;9;15;5;12;17;6;2;2;3;0;1;;;;;;
28.01.2007;Aachen;Leverkusen;2;3;A;2;1;H;10;21;7;12;24;25;6;4;1;2;0;0;;;;;;
28.01.2007;Werder Bremen;Hannover;3;0;H;1;0;H;16;12;11;4;9;22;6;7;1;2;0;0;;;;;;
30.01.2007;Bayern Munich;Bochum;0;0;D;0;0;D;22;8;12;6;11;21;7;2;1;2;0;0;;;;;;
30.01.2007;M'gladbach;Nurnberg;0;0;D;0;0;D;7;7;1;4;21;34;9;3;1;2;0;0;;;;;;
30.01.2007;Stuttgart;Bielefeld;3;2;H;1;1;D;15;9;7;5;26;18;9;1;2;4;0;1;;;;;;
30.01.2007;Wolfsburg;Ein Frankfurt;2;2;D;1;0;H;11;15;6;9;22;27;5;3;1;2;0;0;;;;;;
31.01.2007;Hamburg;Cottbus;1;1;D;1;1;D;23;6;16;2;14;22;11;1;2;1;0;0;;;;;;
31.01.2007;Hannover;Hertha;5;0;H;3;0;H;14;10;9;5;19;15;7;3;1;2;0;0;;;;;;
31.01.2007;Leverkusen;Werder Bremen;0;2;A;0;1;A;19;18;10;8;19;20;8;8;0;3;1;0;;;;;;
31.01.2007;Mainz;Dortmund;1;0;H;0;0;D;13;13;5;7;21;16;7;1;2;3;0;0;;;;;;
31.01.2007;Schalke 04;Aachen;2;1;H;1;1;D;17;10;11;4;23;23;8;1;1;1;0;0;;;;;;
02.02.2007;Nurnberg;Bayern Munich;3;0;H;1;0;H;9;15;6;8;21;21;3;10;4;3;0;0;;;;;;
03.02.2007;Aachen;Hannover;1;4;A;1;3;A;15;8;10;6;18;34;9;4;1;2;0;0;;;;;;
03.02.2007;Bielefeld;M'gladbach;0;2;A;0;1;A;10;12;4;5;14;22;3;4;3;3;0;0;;;;;;
03.02.2007;Cottbus;Bochum;0;0;D;0;0;D;14;12;6;6;15;26;9;4;0;2;0;0;;;;;;
03.02.2007;Ein Frankfurt;Mainz;0;0;D;0;0;D;13;12;6;5;19;23;8;5;1;1;0;0;;;;;;
03.02.2007;Hertha;Hamburg;2;1;H;0;1;A;16;18;10;9;18;26;5;4;3;3;0;0;;;;;;
03.02.2007;Wolfsburg;Leverkusen;3;2;H;2;1;H;13;14;9;8;16;20;3;3;1;1;0;1;;;;;;
04.02.2007;Dortmund;Stuttgart;0;1;A;0;0;D;10;12;6;5;16;16;7;4;1;1;0;0;;;;;;
04.02.2007;Werder Bremen;Schalke 04;0;2;A;0;1;A;15;11;9;6;21;21;4;4;5;5;0;0;;;;;;
09.02.2007;Hannover;Wolfsburg;2;2;D;1;2;A;17;7;11;3;22;22;9;1;3;2;0;0;;;;;;
10.02.2007;Hamburg;Dortmund;3;0;H;2;0;H;14;7;10;4;19;21;2;2;0;1;0;1;;;;;;
10.02.2007;Leverkusen;Ein Frankfurt;2;2;D;1;1;D;13;14;6;7;23;27;4;5;2;1;1;1;;;;;;
10.02.2007;Mainz;Cottbus;4;1;H;3;1;H;13;14;9;7;25;23;4;4;2;2;0;0;;;;;;
10.02.2007;M'gladbach;Aachen;0;0;D;0;0;D;15;10;5;5;15;14;10;5;2;2;0;0;;;;;;
10.02.2007;Schalke 04;Hertha;2;0;H;0;0;D;18;6;10;4;19;20;9;2;1;4;0;0;;;;;;
10.02.2007;Stuttgart;Werder Bremen;4;1;H;3;1;H;13;23;8;13;21;10;3;7;3;3;0;0;;;;;;
11.02.2007;Bayern Munich;Bielefeld;1;0;H;1;0;H;13;6;6;4;17;14;5;7;2;2;0;0;;;;;;
11.02.2007;Bochum;Nurnberg;0;2;A;0;0;D;20;17;13;10;14;12;11;2;1;2;0;0;;;;;;
16.02.2007;Ein Frankfurt;Stuttgart;0;4;A;0;3;A;14;14;10;9;15;16;3;4;2;1;0;0;;;;;;
17.02.2007;Aachen;Bayern Munich;1;0;H;1;0;H;16;24;10;9;18;22;4;6;3;5;0;0;;;;;;
17.02.2007;Dortmund;M'gladbach;1;0;H;1;0;H;22;13;13;8;27;14;5;2;4;1;0;0;;;;;;
17.02.2007;Hertha;Mainz;1;2;A;1;0;H;15;19;8;12;20;12;5;3;3;1;0;0;;;;;;
17.02.2007;Leverkusen;Hannover;0;1;A;0;1;A;12;14;6;5;20;15;5;5;2;1;0;0;;;;;;
17.02.2007;Werder Bremen;Hamburg;0;2;A;0;1;A;11;7;4;5;22;31;3;3;3;3;0;0;;;;;;
17.02.2007;Wolfsburg;Schalke 04;2;2;D;0;2;A;7;8;5;4;19;23;5;6;3;2;0;0;;;;;;
18.02.2007;Bielefeld;Bochum;1;3;A;1;2;A;12;9;9;5;11;22;10;5;1;4;0;0;;;;;;
18.02.2007;Nurnberg;Cottbus;1;0;H;0;0;D;27;7;12;5;13;22;1;4;1;4;0;1;;;;;;
23.02.2007;Stuttgart;Hertha;0;0;D;0;0;D;30;5;14;1;22;19;6;0;2;3;0;1;;;;;;
24.02.2007;Bayern Munich;Wolfsburg;2;1;H;1;0;H;19;10;9;7;17;23;3;2;2;4;0;0;;;;;;
24.02.2007;Bochum;Aachen;2;2;D;1;1;D;11;13;7;9;16;10;5;1;1;0;0;0;;;;;;
24.02.2007;Cottbus;Bielefeld;2;1;H;0;1;A;15;13;12;4;13;16;6;5;3;2;0;0;;;;;;
24.02.2007;Hamburg;Ein Frankfurt;3;1;H;1;0;H;10;12;6;7;24;17;5;6;0;3;0;0;;;;;;
24.02.2007;Hannover;Dortmund;4;2;H;0;0;D;14;6;7;5;18;16;3;0;2;2;0;1;;;;;;
24.02.2007;Mainz;Nurnberg;2;1;H;2;0;H;11;16;7;9;25;16;2;6;1;3;1;0;;;;;;
25.02.2007;M'gladbach;Werder Bremen;2;2;D;1;1;D;13;13;8;10;27;23;4;8;3;1;0;0;;;;;;
25.02.2007;Schalke 04;Leverkusen;0;1;A;0;0;D;21;7;9;2;20;19;9;4;2;4;1;0;;;;;;
02.03.2007;Schalke 04;Hamburg;0;2;A;0;0;D;22;8;11;3;22;26;9;1;3;3;0;0;;;;;;
03.03.2007;Bielefeld;Nurnberg;3;2;H;1;1;D;11;12;7;8;12;20;2;4;1;3;0;0;;;;;;
03.03.2007;Ein Frankfurt;Hannover;2;0;H;0;0;D;15;13;4;4;11;16;7;5;0;1;0;0;;;;;;
03.03.2007;Hertha;Bayern Munich;2;3;A;0;2;A;13;13;8;9;16;14;6;5;2;1;1;0;;;;;;
03.03.2007;Leverkusen;Stuttgart;3;1;H;2;0;H;13;24;10;14;19;16;7;13;2;1;0;0;;;;;;
03.03.2007;Werder Bremen;Bochum;3;0;H;1;0;H;21;5;15;2;15;27;7;2;0;1;0;0;;;;;;
03.03.2007;Wolfsburg;M'gladbach;1;0;H;0;0;D;15;19;7;10;14;18;2;6;0;1;0;0;;;;;;
04.03.2007;Aachen;Mainz;2;1;H;0;1;A;12;18;7;6;24;28;4;5;4;2;0;0;;;;;;
04.03.2007;Dortmund;Cottbus;2;3;A;1;1;D;16;9;9;4;17;22;14;0;2;4;0;0;;;;;;
09.03.2007;Nurnberg;Ein Frankfurt;2;2;D;0;1;A;20;4;10;3;12;20;6;3;1;3;0;0;;;;;;
10.03.2007;Bochum;Dortmund;2;0;H;0;0;D;16;16;9;6;16;16;4;1;3;3;0;0;;;;;;
10.03.2007;Cottbus;Aachen;0;2;A;0;1;A;19;11;7;7;19;15;4;4;2;3;0;1;;;;;;
10.03.2007;Hannover;Schalke 04;1;1;D;1;1;D;15;12;11;9;22;15;6;6;1;2;0;0;;;;;;
10.03.2007;Mainz;Bielefeld;1;0;H;0;0;D;13;9;6;8;23;16;2;2;2;0;0;0;;;;;;
10.03.2007;M'gladbach;Hertha;3;1;H;1;0;H;18;19;9;12;22;13;4;4;2;1;0;0;;;;;;
10.03.2007;Stuttgart;Wolfsburg;0;0;D;0;0;D;16;8;5;6;16;18;7;1;2;1;0;0;;;;;;
11.03.2007;Bayern Munich;Werder Bremen;1;1;D;1;0;H;19;11;12;5;17;26;8;2;1;2;0;0;;;;;;
11.03.2007;Hamburg;Leverkusen;0;0;D;0;0;D;10;15;7;9;10;18;12;10;0;2;0;0;;;;;;
16.03.2007;Hertha;Cottbus;0;1;A;0;0;D;20;10;15;3;14;18;7;4;2;4;0;0;;;;;;
17.03.2007;Aachen;Bielefeld;2;0;H;0;0;D;16;14;9;8;17;26;6;3;1;4;0;0;;;;;;
17.03.2007;Dortmund;Nurnberg;0;0;D;0;0;D;7;8;3;3;19;27;3;2;2;3;0;0;;;;;;
17.03.2007;Ein Frankfurt;Bayern Munich;1;0;H;0;0;D;7;21;2;12;22;17;3;3;1;3;0;0;;;;;;
17.03.2007;Hannover;Hamburg;0;0;D;0;0;D;10;10;7;5;26;19;5;2;1;5;0;0;;;;;;
17.03.2007;Schalke 04;Stuttgart;1;0;H;0;0;D;18;13;10;7;16;26;5;9;1;2;0;0;;;;;;
17.03.2007;Wolfsburg;Bochum;3;1;H;2;0;H;12;19;8;11;22;15;4;9;2;2;0;0;;;;;;
18.03.2007;Leverkusen;M'gladbach;1;0;H;0;0;D;15;9;8;5;15;18;3;10;5;1;0;0;;;;;;
18.03.2007;Werder Bremen;Mainz;2;0;H;0;0;D;21;18;9;11;18;27;2;9;2;4;0;0;;;;;;
30.03.2007;Bielefeld;Dortmund;1;0;H;0;0;D;17;7;8;4;19;25;2;2;0;0;0;0;;;;;;
31.03.2007;Bayern Munich;Schalke 04;2;0;H;1;0;H;12;9;11;4;26;26;7;7;2;3;0;0;;;;;;
31.03.2007;Cottbus;Werder Bremen;0;0;D;0;0;D;8;22;2;15;23;23;0;4;4;1;0;0;;;;;;
31.03.2007;Mainz;Leverkusen;1;3;A;0;2;A;14;11;8;8;12;16;6;1;2;2;0;0;;;;;;
31.03.2007;M'gladbach;Ein Frankfurt;1;1;D;0;1;A;18;11;9;6;21;20;10;6;5;3;0;1;;;;;;
31.03.2007;Nurnberg;Hertha;2;1;H;1;0;H;16;14;11;9;20;21;4;8;4;1;0;0;;;;;;
31.03.2007;Stuttgart;Aachen;3;1;H;1;0;H;29;12;14;7;15;10;8;2;1;1;0;0;;;;;;
01.04.2007;Bochum;Hannover;2;0;H;2;0;H;7;15;5;7;23;16;2;6;4;1;0;0;;;;;;
01.04.2007;Hamburg;Wolfsburg;1;0;H;0;0;D;14;13;9;8;18;23;6;6;2;3;0;0;;;;;;
07.04.2007;Aachen;Dortmund;1;4;A;0;1;A;18;21;9;13;15;24;1;7;1;1;0;0;;;;;;
07.04.2007;Ein Frankfurt;Cottbus;1;3;A;0;0;D;19;14;9;9;13;19;13;3;3;1;0;0;;;;;;
07.04.2007;Hamburg;Stuttgart;2;4;A;0;3;A;19;14;11;11;21;14;10;4;1;1;1;1;;;;;;
07.04.2007;Hannover;Bayern Munich;1;2;A;1;0;H;19;9;10;8;14;15;7;3;2;2;1;0;;;;;;
07.04.2007;Hertha;Bielefeld;1;1;D;0;1;A;7;16;5;8;20;9;10;7;2;0;1;0;;;;;;
07.04.2007;Schalke 04;M'gladbach;2;0;H;0;0;D;26;9;11;5;19;16;6;6;0;2;0;0;;;;;;
07.04.2007;Wolfsburg;Mainz;3;2;H;1;1;D;20;9;13;9;18;31;5;3;1;2;0;0;;;;;;
08.04.2007;Leverkusen;Bochum;1;4;A;0;3;A;18;12;8;7;16;21;5;5;1;2;1;0;;;;;;
08.04.2007;Werder Bremen;Nurnberg;1;0;H;0;0;D;14;12;8;6;21;23;10;5;2;3;0;0;;;;;;
13.04.2007;M'gladbach;Hamburg;0;1;A;0;0;D;19;14;10;8;14;18;8;5;1;0;0;0;;;;;;
14.04.2007;Bielefeld;Ein Frankfurt;2;4;A;1;2;A;14;9;9;6;12;17;10;5;3;0;0;0;;;;;;
14.04.2007;Bochum;Hertha;1;3;A;1;0;H;16;23;8;16;20;13;3;7;1;1;0;0;;;;;;
14.04.2007;Cottbus;Wolfsburg;3;2;H;1;0;H;10;15;5;9;17;20;3;3;1;2;0;0;;;;;;
14.04.2007;Mainz;Schalke 04;0;3;A;0;2;A;12;9;7;7;24;19;5;0;1;1;0;0;;;;;;
14.04.2007;Nurnberg;Aachen;1;0;H;1;0;H;16;9;9;5;21;20;5;2;4;5;0;1;;;;;;
14.04.2007;Stuttgart;Hannover;2;1;H;1;0;H;13;18;8;10;20;20;3;10;0;2;1;0;;;;;;
15.04.2007;Bayern Munich;Leverkusen;2;1;H;1;0;H;17;9;10;4;10;14;9;7;1;3;0;0;;;;;;
15.04.2007;Dortmund;Werder Bremen;0;2;A;0;2;A;12;10;7;6;23;21;7;3;3;0;0;0;;;;;;
20.04.2007;Werder Bremen;Aachen;3;1;H;0;1;A;27;8;13;6;20;22;11;4;2;2;0;0;;;;;;
21.04.2007;Ein Frankfurt;Bochum;0;3;A;0;1;A;16;18;9;13;13;15;7;4;1;1;0;0;;;;;;
21.04.2007;Hertha;Dortmund;0;1;A;0;0;D;10;14;4;9;12;23;4;9;1;1;0;0;;;;;;
21.04.2007;Leverkusen;Nurnberg;2;0;H;1;0;H;9;10;5;2;27;21;3;2;2;2;0;0;;;;;;
21.04.2007;Schalke 04;Cottbus;2;0;H;0;0;D;22;3;10;3;7;21;5;7;2;4;0;0;;;;;;
21.04.2007;Stuttgart;Bayern Munich;2;0;H;2;0;H;19;9;12;6;21;21;5;4;0;3;0;0;;;;;;
21.04.2007;Wolfsburg;Bielefeld;2;3;A;1;1;D;7;16;5;11;19;16;6;6;3;1;0;0;;;;;;
22.04.2007;Hamburg;Mainz;2;2;D;1;1;D;12;6;8;6;21;19;9;1;2;2;0;0;;;;;;
22.04.2007;Hannover;M'gladbach;1;0;H;1;0;H;15;9;6;5;16;16;1;3;2;4;0;0;;;;;;
27.04.2007;Bochum;Schalke 04;2;1;H;2;1;H;10;15;8;8;20;16;3;4;4;4;0;0;;;;;;
28.04.2007;Aachen;Hertha;0;4;A;0;1;A;16;13;8;7;14;13;6;8;1;2;0;0;;;;;;
28.04.2007;Bayern Munich;Hamburg;1;2;A;1;0;H;16;16;10;8;14;23;3;8;2;0;0;1;;;;;;
28.04.2007;Dortmund;Ein Frankfurt;2;0;H;1;0;H;15;12;12;7;16;18;6;3;2;2;0;0;;;;;;
28.04.2007;Mainz;Hannover;1;2;A;0;1;A;16;9;7;5;13;25;5;1;0;1;0;0;;;;;;
28.04.2007;M'gladbach;Stuttgart;0;1;A;0;0;D;18;15;8;8;17;7;7;5;2;1;1;0;;;;;;
28.04.2007;Nurnberg;Wolfsburg;1;1;D;1;1;D;13;13;4;6;21;26;3;4;1;0;0;0;;;;;;
29.04.2007;Bielefeld;Werder Bremen;3;2;H;1;0;H;12;13;8;8;17;28;3;4;1;5;0;0;;;;;;
